source_id,candidate_id,published_at,source_tier,source_type,source_name,url,title,quote_text,confidence
src-20260605-ivan-no-constituyente-elpais,ivan-cepeda,2026-06-04 18:55:00,established-media,article,EL PAIS America Colombia,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-04/ivan-cepeda-se-desmarca-definitivamente-de-una-constituyente-es-el-momento-de-la-concertacion.html,Ivan Cepeda se desmarca definitivamente de una Constituyente Es el momento de la concertacion,"Es el momento de la union y la concertacion.",0.9
