updated_at,latest_event_date,public_claim_count,public_source_count,public_source_analysis_count,public_analysis_note_count,candidate_analysis_count,comparison_report_count,editorial_package_count,candidate_policy_dossier_count,comparison_essay_count,source_text_file_count,manual_source_registry_count,promoted_manual_source_count,pending_manual_source_count,program_document_count,primary_program_document_count,source_packet_count,extraction_result_count,pipeline_mode,validation_status
2026-06-27 09:55:06 UTC,2026-06-27,230,119,119,0,14,1,17,6,10,43,205,34,122,6,6,119,119,structured_extraction_auto,pass
