source_id,candidate_id,published_at,source_tier,source_type,source_name,url,title,quote_text,confidence
src-20260604-fajardo-decalogo-elpais,sergio-fajardo,2026-06-03 20:37:00,established-media,article,EL PAIS America Colombia,https://elpais.com/america-colombia/elecciones-presidenciales/2026-06-03/fajardo-exige-el-fin-de-la-polarizacion-y-el-odio-mientras-esquiva-decantarse-por-cepeda-o-de-la-espriella-para-la-segunda-vuelta.html,Fajardo exige el fin de la polarizacion y el odio mientras esquiva decantarse por Cepeda o De la Espriella para la segunda vuelta,"El segundo punto de Fajardo aboga por el respeto explicito e irrestricto al equilibrio institucional y a la independencia de poderes, en rechazo a la idea de una Asamblea Constituyente.",0.85
